text,label
"Speak face to face , they will kill you",1
Why did Cecily Strong sound constipated?,0
"Fatty should get more ours on the job so time dont have to be spend in front of the fridge and in kitchen, if it's not mc'donald who makes her face blopper.",0
first comment !!!,0
In Hinduism Rams wife sita was fucked by Ravan.,1
"I mean I get that he shouldn't alter her sentence based on his feelings then, but theres a lot more shit worse than this going on...and it wouldn't do the world any harm keeping a little fucker locked up longer...",1
"Why ask for the cops names, you're a state attorney, get a grip.",0
Those greasy ass bums I want to punch that bitch in her ugly face 😎,1
I love how they keep cutting to a non related film with a man in court being stupid. See this is not really about insulting women who think they are above the law.,1
"Girl: Fuk You


Judge: *Boi Im Reelly bout to git your Pickle Chin Asss BOI*
https://www.youtube.com/watch?v=EziPR974OaU",1
"State attorney: ""do you guys have cards on you?""
Cops: ""we have reverse cards""",0
Should of kept going and cover his nose as well lol,0
she was racist most likely but no (white privilege it's not real THE WHITE PRIVILEGE),0
1 dick sucker and a panel of pussies. Real Americans won't let y'all ruin our country. I am changing the channel. I think the food Network is more entertaining.,1
This dam fool 🤣🤣🤣🤣🤣,0
The hell with that car dealership and fuck that female saying what she was going to do to that poor guy.,1
What about that fat fuck in the chair?,1
"When Trump speaks he makes his supporters stand tall, hard and erect. Of course it's still hard to see.",1
Having been a pizza delivery guy if someone gives you a bill more than the total it's a tip. These people got what they deserved.,0
"“The hole world gonna see you boo”
LMAO😂🤣😂🤣😂🤣😂🤣😂🤣",0
Was a bad Idea watching this while my face mask is drying! Only in first 50 seconds n can't stop smiling n can feel my face mask cracking 😂,0
this judge is like the kind of people that's gets angry if you interupt them while they are disrespecting you,0
Chaps twats muckers suckers duckers    https://youtu.be/kZ3M6ko9pes  the world is neing left alone the stars are leaving us in greater numbers despite still having a great number to peep at. Inmit.,1
Great job pushing that liberal agenda SNL!  You morons are literally too stupid to insult.,1
Stop spreading false information.. sarswati is the daughter of Brahma,0
Ben is moron democrat owned by CNN DOES WHAT EVER CNN TELLS HIM.,1
Finally I like both three no hate and no offence but I liked Omar the most cause he explained islam easy,0
Yeah this is biased but trump is an asshole so it should be and I do love Saturday night live but they do kind of press their liberal views on everyone. It's probably them trying to get people to vote for Hillary so trump doesn't win.,1
cop looks like Sheldon cooper,0
Some girls are fucking dumb,1
Legend has it that she is still trying to find out who he is because he gave her a fake name .,0
Nice. Classy lady.,0
"Dance of the atheists tribe around the statue of dead God, made of bitter meaninglessness, erased by ambitious self-importance, in the down of armagedon between Ego's and Soul. So sad and sinless",0
"Is it just me, or can you understand him better with tape on his mouth?? 🤣🤣🤣",0
"Her message is brilliant, love it.
",0
could it really be that they stopped her cause she's black? like does this happen often? do cops seriously think hey a black person lets check on them? i know about racism and all but do cops themselves think its valid enough to stop someone based on their skin color,0
Clearly this judge is abusing his powers. Changing the charge against this young woman just to verify his position of authority. This judge should be fired. Manipulation of law is a justification of corruption. ,0
If tht was me n he told me he wanted to search me on my luks i tell him straight tht i can sue u ryt now n wat would u do,0
Why was Ben there? I’m not talking shit. Actually curious didn’t know he was into politics.,1
Spot the moron idiot in the orange jump suit. Poor kid can’t understand 2 words. What a loser. ZIP IT,1
that rabai dossent look like a rabbai how about they bring a hassidic rabbai next time hell do a better job,1
You spineless pussies at SNL are fucking treasonous pieces of shit !! Trump is by far the GREATEST POTUS in American history !! You Hollywierd elitist bitches can go fuck yourselves !!! TRUMP 2020 - BECAUSE FUCK YOU AGAIN !!! 🤔👌😉👍🤘,1
6th is predestination and Decree and we will die and raise again on the day of Judgement.,0
Live with going to jail for speaking? Anyone ever in been to jail should be outraged on the courts laughter of that and the medias reaction that its normal meaning its all right. That guys a judge he shoulsnt be acting like an upset parent for a little sass or the middle finger... Completly wrong the justice system is completely wrong and this video shows only the smalleat part of it,0
You can see the mom telling the TRUE,0
Aye I am a Muslim and I rlly love Omar lol ❤️ Muslim love ❤️,0
He is shit,1
lmao it is kinda funny how much they clowned trump which is fine! but pushed hilary to winning and then trump ends up winning,1
"isllam kuran - isis,al-kayda,taliban,kafir killing,tirer attacks.
hindusm veda-yoga..,love people's.,peace,science,ayurveda medicin science,....",1
Santana means encient. Not universal.,0
Fuck you all bitches first viewer,1
Is Ben Affleck the biggest douche bag in the world?,1
"Poor impulse control, parents.  Some black kids spring out of their seats. After all, she done called a spade a spade.",1
Smart mouth little bitch. Learn some respect.,1
It's pretty revealing when they brush off the rape issue so easily as if it was a big joke. And she laughed just like Hillary laughed at the rape victim. Bitch.,1
Again.. white,0
"ummm why did they give him an extra five? Unless that was his tip on top of the change. If that's the case, then what the fuck is this all about?",1
The 🐐,1
These republicans will do or say anything to protect their Mango Mussolini.,0
Yup they got the wrong one,0
"Lol ""her white privileges didn't work"" ! 😂😂 Also, one of my teachers don't like me because I'm a ""Muslim"" and he thinks I might be a threat!! Not joking <-- Seriously!!",0
They should do a sketch with trump and his daughter on a date. That would really piss the whole family off lol,1
Even tho this was for views still good job guys 👏. Fucking hilarious how u guys subtlety fucked over that clown trump. Wait I can hear the racist inbreeds rallying together. 😂😂🖕,1
"Officers caught red handed stopping a Black person committing the ""terrible crime"" of driving while Black. They both should be fired. Despicable.",0
trump 2016 fuck snl,1
The dislikes are the people who have never been to Disneyland.,0
"Guy: ""What would you do?"" Me: ""I would smack that bitch in the face.""",1
"Watching this as a muslim woman, all three men did a splendid job! I am honestly proud of all three scholars, how they managed to lead a peaceful, respectful and yet very knowledgeable conversation. I wish that one day this can be the standard, instead of an exception.",0
LMAO 😂 so she thinks because she's the state attorney and because she's black she deserves special treatment nope don't think so you get stopped just like anybody else I don't care if I was a cop anybody and everyone is a suspect until proven otherwise....,0
"What a joke. A Democrat whose political strategy is to divide the country into segments based on a person's race, gender, and religion, feels that its racist to use a woman of color to disprove an argument of racism? Why is it that Democrats are unable to see what's past their noses. Democrats are racist as someone can be.",0
She was not outside of the rules he got mad because she said bye,0
"As a convert to Islam from Christianity, I find Christians to be more similar to the Samaritans than to us Muslims and the Jews. We worship what we know while the Christians worship what they do not know.",0
Oh my god her haircut screams “may i speak to your manager”,0
Judges have a God complex. Your sentence is often based on how they are “feeling” that day.,0
Name and shame them cunts,1
Umm why not just give him $45 & ask for the change back? If the tab was $42 & I got $50(specifically 2 $20s & 2 $5s) I would assume it's a tip too. Plus why tf order pizza if you can't afford to tip a few bucks lol smh. Petty ass ppl,1
Atheism is retarded lol,1
That girl is kind of hot!,0
America used to be the land of opportunity for every breathing race.,0
that whore would rather cry racism rather than fix any of her problems,1
"So this is the episode which got Trump pissed off at SNL for, tweeting that it was ""a hit job on me""? Lol! What a whiney little bitch...",1
"What a pack of assholes. If they treat a delivery guy like that, how would they treat someone looking for a decent deal?",1
Ben Affleck should stick to making bad movies and drinking whisky. He doesn’t have the intelligence for debate. Reminds me of one of those ANTIFA idiots that have no idea why they are outraged.,0
Dumb ass white people,1
Adios was not really that bad. This judge is too strict,0
"Wow the judge is on a power trip... like what a man Baby. I would just shrug and be like bye bye 👋 

Ugh people are so sensitive",0
racist son of a bitch,1
Hard slut for sure. No sexism intended.,1
staged. bad commercial for sarar sucks.,1
"that fucker should be fined for not speaking proper English, how does a foreigner like him get to be a judge, wtf...",1
"Hitchens is like, 'you woke me up for this shit' smh. ",1
"Awesome video but I must say, I’m kind of triggered you went backwards from 60 to 1 rather than 1 to 60.",0
did they hire the real anderson cooper for this holy shit,1
"Awesome judge, fuck cnn fake news evil fuckers. You all shouldn’t be able to sleep at night with all your shame. Fuuuuccckkkk cnn fake news cunts",1
I hate this cnn bitches voice,1
"I dare him to publicly debate a muslim person on an equal platform, all of the muslim speakers have been asking for him. 
He knows his fate so he  is clever and avoids it.",0
That's mean that delivery guy is just trying to make a living I would have told that dumb bitch off,1
i love BLR,0
Does this judge hate Spain or why does he flip out when she says adios? Adios just means goodbye and nothing else. Adios is not less friendly than bye in any other language.,0
"I'm sorry, but I still can't understand why Ken Bone is glorified this much, if you're still an undecided voter after this much campaigning, and the shit Donald Trump has said, you're an idiot.",1
Someone needs to get Ben a chill pill. Why did he enter a debate if he's that bad at keeping his cool?,0
Cnn big gay,1
I am sorry but that isn’t that bad saying bye in a different language really ok,0
"As an ex muslim, I have to say that Islam is about invading other nations, kill its men fighters, enslave its women and kids, and looting it's resources. And you can see all of this exemplified in the prophets life and his followers",1
i'm a pakistanian... guy... who lives in karachi pakistan... islam is the true religion... and i born muslim.. we knows everything... we have knowlege ... we the best people in the world....,0
Why do Christians think homosexual marriage leads directly to bestiality?  I thought they could tell the differences between humans and other animals!,1
"Let's just say, I kicked EVERY single ass.",1
Lol !!!! Omg you are crying. You're an adult. Holy shit act like one. Feelings. Feelings .feelings. it's a good thing you care. It really is. But you're crying like a fucking bitch. Cant take you seriously,1
These comments are crazy because white people don't want to hear the truth at all. # WHITE AMERIKKKA,0
Stupid ditsy cum dumpster slut,1
this judge is a sensitive bitch,1
dawkins is my go to motivation to punch my boxing bag,0
"I dont really care what a person says, I care what your book says.  And killing people because they don't understand is unacceptable.",0
I didn't know Rosanne Barr was doing CNN now.,0
Way to keep racism alive you guys keep making stupid shit like this.,1
wtf is this woman saying it costs 42$ and they gave 50$ which leaves 7$ ?!?!??!!?!?!,1
"Bantu man has three places in modern civilization... football field,, basketball court,, prison cell.  His IQ is 60... do you understand?",0
"Poor Don the Con, such a thief and liar. Probably doesn't knowingly lie since it isn't his rality.",0
"""I'm from eastern Europe. I could steal."" LOL! Thumbs up if you can relate...",0
"SNL totally killed it and made me laugh so hard, i almost peed myself laughing! :-)",0
Racist are running as Democrats also. If our country fought the nazi's why aren't there any laws against racists running for office?,1
Power went right to her head. They don't need PC to randomly run tags. She doesn't have a leg to stand on. If she tries to do anything to those cops they should sue the crap outta her.,1
Since when are judges allowed to increase their time/fine because of personal reasons? Thats just abuse of power,0
"Being a racist  is sick and
A poor judgement  of character. 
I have no time for ignorance..
Were a melting pot of many different kinds of people and I love it so much .",0
"No one in Spanky party has the balls to stand up, bunch of cowards",1
"Blacks are too stupid and/or incapable to get state IDs, that is why we cannot allow Republicans to enforce requiring a state ID to be able to vote. 

Blacks are too stupid and incompetent to make it to college on their own, that is why we need affirmative action for everything.",1
"""Raised by 666 people"" o shit",1
She is no better than the rest of us !!  To dark of tinted Windows is illegal and the tags get run on us all..she making it a racist thing because she was raised with that mentality being black..as us whites we're not raised thinking that way..he stated she had a tag that did not come back..,0
Fake news!!! CNN is so fucking lame,1
"""Its in the nature of the white man( and women) to see themselves superior to every other race""",0
"Her: I’m state attorney 

Officer: I have the right to remain silent anything I say can and will be used against me in a court of law.",0
All she said was Adios that means gooodbye n she is latina FUCK THE judge mufucka never loved us,0
Angela rye is the biggest over actor in America. Such a winging cunt. She is the type of girl you would break up with after the first 5 minutes,1
"Crap!! We're so fucked by 'jaiiina', or is it the other way round?",1
White woman playing victim. Sigh.,0
"Sick racist.... now she want to play the reversal, like she didn't do nothing wrong.... you will reap what you sow..",0
VOTE THIS RACIST UNAMERICAN WOMAN OUT!!! She is a fool. Our own Govt paid American tax dollars to hush up wrong doings!! Talib is a RACEBAITER AND A LIAR!!,0
They don't pay public defenders enough to deal with dipshits like this,0
so just a dumb bitch?,1
It's not because of his race...,0
Without watching all the way through this vid' ....Can I just ask did they find a cure for them all?,0
0:40 I love her 😂,0
What shameful pieces of shit treating that man like that.,1
You dont know arabic so dont spread your bullshit. And your translations and understanding is false you are a liar,1
This is fake. The real Jews or Hebrews are the chosen people of God. The so called blacks in America.,0
"Jus Imagine 🤔

Buddhist the most peaceful religion that cannot kill even Ant     
They Butchered thousands of Rohingyas Muslims 🇲🇲

Now think how dangerous is the ideology Islam",1
"Respecting bullshit is not respectable, it's simply being dishonest and this dishoensty has bad consequences. Religions can not be reformed without losing it's state of being a religion and those who live for the other worlds are bane to the living.",1
"So what is this ""officer""s name and what police force is she supposed to be working for ???",0
""" Let me act like the law does not apply to me. ""
Spoiled Young Youth. 
Internet is ForEVER. How can you hire someone with this background & behavior. 
Never the less trust them. 
Adios!!! No Funny now!!!",0
"Why do we have to listen to a blonde anchor woman who’s head looks like a copy of Jaws the shark from the movie Jaws? Beat it tranny! We don’t care and won’t care about what ever you say as your not even a form of human being, your head clearly belongs in the Pacific Ocean with all the other sharks, so go bitch about someone else’s court hearings >_>",1
What ever happened to the cops?,0
I am an ex-muslim and a follower of Christ now. Stay away from Islam guys!,0
"This is science for primary school. Well explained, but are Muslims really that stupid or ignorant?",1
Cops know they in for it now...,0
I love how they always play victim,0
The prisoner is right the judges aren't god.,0
fuck the employee,1
I wish I wasn't born as a muslim so that I could keep my foreskin to myself. 😕 I was circumcused without my consent at birth 😢😭😭,0
"seeing the last one, this one is ridiculously biased and I don't give a shit who wins because we have a Congress to ruin things for us",1
He then went home and beat his wife,0
Wow! That lady is a walking and talking real life reason to where a condom.,1
😊 *Muslims If you need commentary to understand the Koran. Then ALL👹H has FAILED. No true god WILL make this fundamental ERROR. Honestly it is time to leave this CULT of ISLAM and seek better Muslims!* 👍,0
I swear to god it’s always cleveland or Ohio suspects 🤣,0
"I think adios is OK, she might feel thankful upon leaving, glad to a meet nice grandpa judge, the judge must have some personal problems, fine on saying adios? what a stupid judge!",1
But whatever happened to freedom of speech can someone explain to me,0
Americas government is such a joke !,0
"After all, Quran is all joke with no truth whatsoever.",0
"Videos like this make me insanely frustrated to watch, it is really sad to see how narrow minded a lot of people  really are.",0
Hah Allah gave authority go to space to the kuffars ?:) why Allah gave all the best things to the kuffars and yet he calls us worst of creatures ?,0
``this is your one shot don't miss `` i'm always saying i'll start praying but i'm missing my shoot its time for me. i want to thank you for that words and i want to say its never late until u die,0
Stop crying. White America is in her dead bed. 400 years of injustice coming back to haunt you. Stop blaming Trump. Racism was here before he was born.,0
"Is it true? that Islam tries to avoid love between human (Humanity) in Quran and devote all the love to God?
What will you do when you become a god?",0
As a white man I don’t understand why people are upset. Meadows was showing a negro who liked Trump. Like Ben Carson and Kayne West. This proves we are not racist.,1
They always blame the devil not k owing theybare the devil..its was always in you I wonder what she says outside if the school I'm sure we all know,0
"What ever race you hate, it's most likely your children will bring that race home to get married and have a bunch of biracial children just to piss their racist parents off. This is a fact.",1
Hahaha that girl stupid she’s like what 10 and has no fucking life. soon we will see her on the side of the road or freeway exit asking for money. Dumb girl ain’t shit to be disrespecting people.,1
All religion sucks gods dick,1
"Why does any citation of any religious book (or tenet) have any effect of governance within the USA? The Constitution is not secondary to a book of myths (the Bible). It is ultimate authority on the US's federal government (at least until it is rewritten). The USA's government should have no care about what the Bible says. Furthermore marriage is a consent between two human beings, regardless of their sex. RELIGIOUS PROHIBITIONS BE DAMNED!",1
"Alec needs an award for his performance.  Best Asshole award.  Best “I wake up every day hating Trump” Award.  Best “I used to be a poor actor but now I suck even more” award, etc.",1
"Oh my! People are so darn racist! Having a Black man dressed up like some street thug in a store where suits are at least $3,000? Why do you expect? Security is going to get worried! I know the guy went too far, but this is not a true example of what racism is!",1
"Who the hell are these people anyway? Never saw them before, never heard their names. Fake News.",1
Shows how stupid Islam is,1
these cunts get a degree and think they're better than everyone else. he is a cunt and probably touches kids that fat cunt,1
"Maybe read the actual Quran in Arabic so you can understand the actual meaning. Eg the embryology “mistake” is not a mistake about the flesh and bones the Arabic word used is ثُمَّ which could mean past, simultaneously or future therefore you made a huge mistake questioning the Quran . Maybe if you truly understood the Quran you would know the truth",0
She a state attorney so what.... the guy should of kept his composure and told her what she did wrong.,0
"uumm car lot = more income than pizza man, i gess these assholes never heard of TIPPING",1
"And the legend goes, that that at this date, this 2 officers are still waking back to their car.",0
Hindu worship a penis and a pussy .. disgusting,1
We don't have 300 million God's we have 33 types of god in Sanskrit koti also means types not just million,0
Its freedom of expression  civil rights  lawyer should  sue,0
Yes you are not child of God so you don’t have any authority over us the children of God!,0
What did they do that was wrong? NOTHING.,0
She is beautiful idkwhy she wasted her life like that 😢,0
doesn't the woman can look like 13 from House vaguely at the very least,0
"well i mean niggas be stealing all the time so, they kinda brought this prejudgement on themselves. ive been robbed by the same nigga on my street 3 times now and those are the only times ive ever been a violent situation",1
That was fucking lame,1
"God is Love. God created “Man” to love. If your love for your fellow “man” is wrong, then THAT is against God. If you love each other then it is sacred, no matter the gender of the one you love. Harm no man (or woman), beyond that, love is love.",0
Made - the fuck - up  - for TV.  Americans lap this fake shit up. p.s. this shit does happen in Europe. more.,1
3:30 damn trump can count,1
you find in the usa alot of folks in faith ask about fucking animals ffs are you crazy you fools you mugs fuck off and go help your local homeless guy ffs,1
Snl  is so fucking full of shit. Can't believe how pro Hillary they are. Gross.,1
The worst judge ever! Skin so thin that he doubles bail because she smiled and said adios. It’s not right when a judge presides over a case with emotion instead of reason. He lowered himself to her level and did a disservice to his profession.,0
"Unbelievable bullshit. While over the last years the western world pays all attention to the muslims, a random Russian, often at once also a christian, is treated with some paranoid hostility, as the worst sub-kind of human, that should not even be allowed to talk, only because of his origins and faith. How can you explain that?",1
"So he ran her tags and nothing came back?  He said he never saw this happen before so that's why he stopped her. Well that and tinted windows... which he didn't have the mechanism to measure it and said so. Then he said they were running the tags now ... he didn't say ""again"". What am I missing here?",0
So that means she is above the law,0
"Stop playing victim, when getting exposed for being a white supremacist.",0
"Lol stupid americans, voting for which way the want the world to end.",1
if god is one thn why ppl worship diffn god??,0
more liberal pro Hitlery bullshit. this cunt will end our country.,1
Massachusetts accents make everyone sound like an asshole,1
The only times when people don't speak up here is when the salesman would say that he saw the guy place something inside his jacket. Of course they would not speak up in favor of the guy. What are they expecting? Worse thing that could happen is that you'd be charged as co-conspirator.,0
he was supposed to be charge with contemp of court. that's a violation of his rights.  and we are not in the 1700 hundreds.,0
What do u think Islam or Hinduism,0
shoot the judge in the head ,0
Go tell a gay person in the middle east how tolerant islam is there.,1
Not gonna lie he dont even look close to being 'black' 0:47,0
"Alec Baldwin...paying his bills acting like a fool for millennials. Like negros in the 20s & 30s who used to dance for pennies thrown to them he acts a fool for cheers, screams and enough money to keep his lights on at home.",0
"I know he's an actor, but I still want to beat the shit out of him.

I mean he's such a HUUUUGGE dick!",1
"What he hell happened during the time between the debates and the election day? During the debate period, Hillary jumped way ahead in the polls, but then for some reason, Donald started catching up leading up to Election Day. And popular vote poll wise, the polls were right, Hillary won 48-46. But something odd went on in some states. The ancient electoral college needs to burn in hell.",1
"don't around the tuna"" 😅",0
2 dollars for a water... What a rip off lol.. 🤣,0
North Carolina the state that stole votes commit voter fraud and voter suppression and fucked over the election,1
Wait... an American in an email called the panelists 'right wing'??? Has America always been this stupid?,1
The people who are accusing trunp of sexual assault are all part of hillaryp. Why are they all coming up rn,1
this shit proves its rigged  ...,1
What the hell who does that,0
I LOVE that she started tying up her hair. As if she was going to fight somebody? Or is that what girls do when they’re nervous? 😂,0
:33 You can say it all you want but Trump is your President.,0
Get your black greasy ass out of my pool,1
She is just bitch,1
donation raised by 666 people in 1 day.,0
This muslim try to make his CULT so nice and friendly  when in reality  they are definitely deathly people don't be fooled,0
"y'all mad as hell in these comments lol. The simple fact you trump creepy fans, don't require even standard knowledge out him is saddest part. He'd never join a club that would have him as a member! He played y'all to promote his business.",1
Tump what a joke lmfao!,1
Expensive lesson in knowing when to shut up,0
"2:12 wow 666 people donated thats hell




Get it?",0
"Its all a theatre on the left and the right only white people can be racist though, obviously...",0
How they gonna tape his top lip alone 🤣,0
"Now Alex Jones is saying that Hilary and Bill Clinton are eating children, how crazy can this thing get ?.",0
The mother handled the situation really good. It would have taken everything in me not to punch her in the mouth. People like this need to be fined like $50000 I bet you this crap will stop.,1
"Big deal, before the fucking internet pizza/car guys could bust balls. The car guys were trying to make a point by having him come back...they the internet ""crybully's"" got involved.",1
"What strikes me about people like Dawkins is their arrogance. His recent comments that giving the British people a referendum on Brexit was irresponsible,  prove this to me. Who is he to say that the referendum war irresponsible. Who is he to say that religious belief is like and infectious disease. I think the man is scum.",1
"Wait what the fuck, didn't the pizza delivery guy think that the 7 dollars were the tip?",1
I get these uncomfortable stares from workers all the fucking time but when I walk out with bags they’ll be like “have a nice day”,1
SNL sucks now. they used to be good but now they are just so Anti-Trump and Pro-Clinton. it's disgusting,1
Just his fucking demeanor and the way he is dressed up,1
Don Lemon fucks children,1
I saw this before but just because she used Spanish don't mean he should have done that,0
20:30 take ur word back apostrate our Indian philosophers and astronomers have never said 8n the whole recorded history of India including medieval one that sun is going up and down,0
EVERY1 SHUT UP and just agree we are fucked with either 1.,1
QURAN.....aparrently   sayS the moon has a borrowed light.  I dont have a verse to corroborate. Innit. Where does it say rapidly,0
fuck this fat judge.,1
That certainly doesn't look like survival of the fittest to me !,0
"Kid is an asshole but the judge has too
Much power.",1
0:45 white or black? EXSPOSED,0
"Yeah the car people were cheap bastards but just give them their $7 and remember their names so you can give them shitty service next time like any normal person. 
Getting all confrontational about it does nothing.",1
A officer doing his job is all I see.,0
Ive read books about islam and....its a shit religion,1
"Being a gay Christian is like being a feminist in a full body burka, they just don't go together.",1
so if someones black your not allowed to make a noise complaint huh,0
"lol..Dawkins imagines he's rocking a boat..quite amusing....Shame, his imagination stops at the reality of YHWH...such veracity to go all out to refute his belief in what cannot exist for him is reallllllly amusing...just another fart in the winds of time going poof.",1
"Kristina Nelson  lecture  The art of Recitation of the Quran ""positive"" a lot to learn !!!!!",0
That's a piss poor effort at gagging that cunt to shut him up.,1
Biased and gay.,1
"nigga wtf is this? the crucible lmaoooo Salem witch trials looking ass ""Devil made me do this"" LOOL",1
Her voice is so ugly and annoying i cant listen to that,1
Lock her ass up so she can learn that she took white privilege too far,1
"Picked very poor representatives for ""Christian"" and ""Jew"". Neither represented the truth.",0
"I fucking hate how Trump people are like ""they only made fun of Trump!"" They made fun of Hillary too but the reason they went after Trump more is because he was a fucking moron during the debate. People who say ""Hillary cheated and was prepared for the questions"" EVEN IF THAT WAS TRUE it doesn't explain the stupid shit Trump tried to pull the whole time. That's why 7:33 - 7:50 is so hilarious.",1
"So wait, can judges in America basically make shit up on the spot? Absolutely terrible legal system, talk about judge, jury and executioner...",1
"Whoever really won this debate, there was one clear winner and one clear loser; the loser being the American people, and the winner being the Voyager probe, travelling far, far away from Earth.

If I were being truly honest, I think many of us would kill to be the Voyager probe for the next 4-8 years.",1
"Give the guy 2 $20 and 1 $10 you can understand the problem, but these dumb fucks gave 2 $5 bills and everyone on Earth would assume the extra $5 bill is a tip.",1
"Why does everyones information come from a non muslim??? Ok so what were not like the Christianity and sensitive, that sounds like Islamophobia because they are targetting islam for not being like christianity, a d were sensitive cause we got half the world on our asses for getting islam confused with the fake one...",1
"Wooooooww that has to be some type of crime ! 
Woq",0
"4:53 ''I live in Europe so this would never happen""?? wtf is he talking about?!? I live in Europe aswell and this same shit happens to all the people who dont look like  a Western European!!",1
And Trump and his supporters ignore it all. Bringing out a token black woman as to say see he's not racist is outrageous. Wrong side of history assholes,1
Are we all ignoring how nasty that pizza looks though? 😅,0
1:32 the other cop was in rewind,0
A tip my ass,1
"+ T WOOD
Here's an old  Wild. West saying:
""They don't hang men for stealing horses, but so that horses may not be stolen "".",0
bad judge,0
"yo fuck trump. hes a racist, bigoted, lying rapist",1
I hate this staged shit 😂,1
See they out the whites on tv white power has ruined this world,0
Oh the early days of Trump Derangement syndrome. If only these people could see into the future and know how crazy they will all become over the next 8 years,0
I feel proud to be a muslim.I am from Bangladesh,0
"When ever blk kids try to do things the right way ,White ppl still have a problem.Now shes just selling water ,Would you like it if it was drugs ? WHITE PPL MYOB !!!!!!!!!!",0
What is wrong saying adios?,0
Ken Bone is the shit lol,1
Just because you turned a lesbian around Ben doesn't mean you can change Sam's mind.,1
I believe that your argument is weak. Scientifically and logically lacking knowledge. I suggest you do a better research. Cheers,0
That’s funny stuff,0
How much did he pay them sheriffs to put the tape on wrong? 😉,0
"Where do ppl come up with these names. ""BBQ becky and permit Patty"" . 😂😂😂",0
"SNL really has gone downhill...how about some comments on the comedy and not politics? Even if show business is full of liberal moonbats. This was not funny. SNL, get your shit together. Throw Will Ferrell a mil an episode or whatever it'll take.",1
I would bang her,0
"There is only one Hindu god that we see in many different forms
But love all religions",0
i heed Trump fuck trump,1
So glad that movie actor boy started to understand he's out of his element and did not say anything,0
Holy fuck. All these butthurt Trump supporters getting triggered over a fucking skit. Fucking retards.,1
"Feel like we stronger than this. If we cant come together, we are proving to our adversaries that we are a country of cold unfeeling losers. What is America if we cant even work together without threatening to kill each other over our political views. What is America if we just lay down and take it? Just thought we were all smarter than this. Where are the good folks on both sides?",1
Stupid ass white bitch says i support Republicans no matter what,1
"DUDE i don’t get how people have the patience to NOT say anything. God, knows I would of flipped the fuck out on that salesman. Is there any humanity left? In this world?!",1
"This ""judge"" its mad. Cuz she say adios. So if was bye then what. Fucking racist.",0
this is how i fell the fact that she is racist and wants white pepole ther and no black pepole i get bullied by my color just because i am black they say the dont see me in the dark so i will beat the shit out of them if say that shit one more time,1
fuck you snl liberal pieces of shit,1
This happens to white people all the time it isn't worth 40k views though,0
"For possession of Xanax, really, who gives a fuck. Adios.",1
"For people saying the judge was too harsh. A judge is the person who decides your punishment, so you better be treating them like they're fucking gods. This bitch was mocking his accent and then flipped him off, she was asking for it",1
"meanwhile in reality- Hillary sells guns to ISIS, Steals from the American people and haitian, corrupts the fbi, destroys evidence, looks down on Catholics and evangicals, murders whistle blowers , corrupts the media. Go read wikileaks.",0
She went downstairs and asked the mum to be more quiet? I call that BS,0
"I would’ve asked for her badge number and if she didn’t give it, she has no evidence she’s a cop. If she did, I would report the hell out of her",1
"HuffPost, now please show us the video of the black man who lit the white woman store clerk on fire in Palestine, Texas. I didn't think you would.",0
"who the fuck walks into a retail store with their hood up?  Around these parts, only thieves do.",1
"""Can we say this yet?... President Clinton.""

Ahhh it never gets old, basking the the foolish arrogance of the left.",0
I can’t take Michael Che seriously with that makeup lol,0
"She only wanted to make some money to go to Disneyland... She probably couldn't get that money so she found a way to be PRODUCTIVE so she started selling water... The some woman comes up to her calling the police on her (the little girl is 8 year old) saying ""she dosent have a permit to sell water here""",0
Bruh the devil aint do shit lmao,1
fuck snl,1
"Yess judge teach her not to be a snotty little bitch. She clearly didn't care about the crime she did and then was rude , she got what she deserved.",1
Country going Down by the Creator,0
Its always the bitch that says sum dumb shitt,1
"This is complete bullshit....Like this television  show. Everything from the white actor going way too far, to the point of  saying ""We don't accept stolen credit cards"" to the racial profiling. This is a media based program. They prey on reactions. Worst fucking show ever. This is why we remain hating white people.",1
"you know who else is really biased, cnn
now stfu",1
Wow I found this funny and sad I feel there both in the wrong,0
"Dumb ass latina, probably gonna have 5 different baby daddy’s, we have to deport people who are that stupid.",1
Jews are blasphemers against the Holy Ghost and in that there is NEVER FORGIVENESS. Islam and muslims are here in North America to kill off Christianity FOR THE JEWS!,1
"So sad, the Democrats don't have a strategy. Just a bunch of cry babies.",0
I would steal that hot security guy and bring him 😋,0
Those 2 women can go to HELL.......Whats wrong with a black person swimming in pool,0
This is so accurate 😂😂😂. How did they get Trump to do this?,0
"This would go other way arround where I live. Situation would be seen as theft attempt. People get tips rarely, usually when they provide an exeptionally good service, do something beyond expectations or the client is in particulary good mood. In case of pizza delivery, the delivery itself is acounted for in the bill. Theres also a minimum wage system so workers don't need to survive mainly on tips.",0
Kanye is right wtf....,1
omfg I love Richard Dawkins... He just has a comeback for everything lmao!,1
How do you keep a canoe from tipping...…………..paint it black,0
Disrespectful little druggie millenial slut got served right.,1
"Ben Carson: ""America..."" 
Faint person in crowd: ""Woo""",0
"If you don't stop crying....
NOBODY TOLD U TO COME OUTSIDE AND CALL THE COPS ON A EIGHT YEAR OLD",0
"That judge is a _RACIST, FUCKING BASTARD!._ 

You should be ashamed, CNN, the bitch who did this package, and everyone who liked this bullshit. Fuck you all.

If I have to explain it to you, you're too fucking stupid to become a decent person. White privilege pricks...",1
And yet people still voted him. For I don't know why.,0
